text,true_label,predicted_label,predicted_score,github,protocol_id
No 26,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1906/prot-1906--fk--026.xml#L2785,prot-1906--fk--026
Anf 46 Statsrådet ANDERS YGEMAN ( S ),note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4429,prot-201617--082
1 utskottet,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9877,prot-201415--082
Jämställdhet,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--032.xml#L1122,prot-198687--032
11 oktober 1989,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14179,prot-198990--007
Anf 140 JOHAN LÖNNROTH ( v ) replik,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/19992000/prot-19992000--115.xml#L9723,prot-19992000--115
26 Onsdagen den 15 Mars f m,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1882/prot-1882--ak--022.xml#L2015,prot-1882--ak--022
Om upphäfvande af familje Jideikommissstiftelser i fast egendom ( Forts ),note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1906/prot-1906--fk--026.xml#L2788,prot-1906--fk--026
Onsdagen den 23 maj e m 69,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1928/prot-1928--ak--037.xml#L6069,prot-1928--ak--037
Huvudvotering,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9827,prot-201415--082
2 Tisdagen den 12 maj,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1925/prot-1925--ak--033.xml#L133,prot-1925--ak--033
Det i motionen framställda förslaget om svenskt initiativ till komplettering av den konventionella internationella utrikespolitiken med ett sysslande även med ofredens djupliggande orsaker är såsom motionären själv anfört i väsentliga delar närmare utvecklat i de motioner över vilka utskottet yttrat sig i utlåtandena nr 2328 Med hänsyn härtill och till att det i förevarande motion väckta förslaget i den mån det är av vidare omfattning är alltför oklart utformat för att av utskottet kunna göras till föremål för en saklig granskning eller för att kunna tjäna såsom utgångspunkt för en framställning från riksdagens sida avstyrker utskottet motionen och hemställer alltså att förevarande motion icke måtte till någon riksdagens åtgärd föranleda,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1933/prot-1933--fk--033.xml#L2582,prot-1933--fk--033
skattehemman,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--036.xml#L1698,prot-1881--ak--036
dels två likalydande motioner väckta den ena inom första kammaren av herrar Harald Pettersson och Thorsten Larsson ( I 767 ) samt den andra inom andra kammaren av herrar Mattisson och Boo ( II 927 ),note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10402,prot-1963--fk--027
Onsdagen den 20 mars 1957 fm,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1957/prot-1957--ak--009.xml#L2913,prot-1957--ak--009
82,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L259,prot-198788--068
Sedan paragrafen med anvisningar föredragits anförde,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1928/prot-1928--ak--037.xml#L6134,prot-1928--ak--037
Anf 27 KRISTER HAMMARBERGH ( M ),note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4414,prot-201617--082
Herr J Andersson i Tenhult,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--047.xml#L2831,prot-1880--ak--047
4 Om läromedelsinformatione,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--121.xml#L502,prot-197778--121
Anf 51 LINDA SNECKER ( V ),note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4549,prot-201617--082
r 96 i anledning av väckta motioner om samordning av pensionsutbetalning och skattelikvid,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1966/prot-1966--fk--013.xml#L245,prot-1966--fk--013
I motionerna I 117 och II138 hade föreslagits att riksdagen skulle i skrivelse till Kungl Majt anhålla om utredning och förslag angående regionala järnvägsnämnder samt angående uppgifter för dessa enligt i motionerna anförda riktlinjer,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4754,prot-1969--fk--039
No 10,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1889/prot-1889--ak--010.xml#L2387,prot-1889--ak--010
Herr Billing,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--046.xml#L355,prot-1890--ak--046
att Riksdagen måtte besluta att 4 i kungl förordningen angående villkoren för försäljning af brännvin m m den 24 maj 1895,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1191,prot-1904--ak--037
Onsdagen den 28 april 1982,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--132.xml#L3527,prot-198182--132
48 Lördagen den 25 Februari,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1888/prot-1888--ak--011.xml#L4116,prot-1888--ak--011
Ja Den det ej vill röstar Nej,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1909/prot-1909--fk--047.xml#L2596,prot-1909--fk--047
7 74,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L241,prot-198788--068
Med herr Lindblad förenade sig herrar Matsson och Trolle,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1126,prot-1904--ak--037
I motionerna I 320 och II 708 hade framställts förslag om att riksdagen i skrivelse till Kungl Majt skulle anhålla att Kungl Majt måtte,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4779,prot-1969--fk--039
4 ) de likalydande motionerna 1 198 av herrar Tage Johansson och Ove Karlsson samt II 216 av herr Gustavsson i Nässjö och herr Sörenson,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4702,prot-1969--fk--039
191 avstod,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9818,prot-201415--082
24 Lördagen den 26 april e m,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1858,prot-1913--ak--038
konstitutionsutskottets utlåtanden,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1569,prot-1959--fk--008
Anf 115 KERSTIN ANDERSSON ( c ),note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--030.xml#L8429,prot-198384--030
80 för res 1,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9833,prot-201415--082
32 Nr 24 Lördagen den 14 april,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1934/prot-1934--fk--024.xml#L2619,prot-1934--fk--024
Anf 43 LISE NORDIN ( MP ),note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201011/prot-201011--108.xml#L2960,prot-201011--108
30 Lördagen den 23 Februari e m,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1889/prot-1889--ak--010.xml#L2396,prot-1889--ak--010
Nr 14 35,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1960/prot-1960--fk--014.xml#L3578,prot-1960--fk--014
Frankrike,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1882/prot-1882--ak--022.xml#L2008,prot-1882--ak--022
Till behandling i ett sammanhang hade utskottet förehaft,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4687,prot-1969--fk--039
Onsdagen den 21 februari 1945 Nr 9 47,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1945/prot-1945--ak--009.xml#L3944,prot-1945--ak--009
20 för res 2,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9913,prot-201415--082
Herr socialministern ASPLING,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--126.xml#L3027,prot-1974--126
Ang den statliga trafikpolitiken m m,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4679,prot-1969--fk--039
Forssmann,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L281,prot-1914-a-fk--005
Onsdagen den 14 Maj 5 No 46,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1890/prot-1890--ak--046.xml#L310,prot-1890--ak--046
Ång skolväsendets centrala ledning m m,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10351,prot-1963--fk--027
av tredje vice talmannen därefter till ajourneringen kl 1552 och,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--031.xml#L10764,prot-201819--031
För res 1 80 M,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9851,prot-201415--082
Onsdagen den 13 Juni f m 29,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1883/prot-1883--ak--063.xml#L2225,prot-1883--ak--063
Kungl Majt hade bland annat förordat ett tillägg till 7 och 14 sekretesslagen i syfte att tillskapa såväl s k instrumentell sekretess för testformulär som s k personsekretess för svaren på testformulärens frågor och andra uppgifter i handlingar som upprättats vid psykologiska undersökningar Testformulär skulle alltid kunna skyddas av sekretess så länge det användes Andra handlingar som hade upprättats vid psykologisk undersökning skulle kunna skyddas mot obehörig insyn om undersökningen utförts för forskningsändamål i samband med inskrivning av värnpliktiga eller yrkesvägledning arbetsvård eller omskolning eller i anställningsärenden eller vissa andra personalärenden hos myndighet,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1968/prot-1968--fk--038.xml#L2211,prot-1968--fk--038
Onsdagen den 28 april 1948 fm,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--132.xml#L3527,prot-198182--132
20 Lördagen den 17 januari,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--fk--004.xml#L1750,prot-1931--fk--004
Beträffande avgiftspliktig investering i form av reparation av byggnad ingående i förvärvskällan annan fastighet skall som investeringskostnad anses belopp varmed reparationskostnaden överstiger två procent för år räknat av den del av det i fastighetens taxeringsvärde året näst före taxeringsåret ingående byggnadsvärdet i förekommande fall minskat med särskilt maskinvärde som belöper å sådan del av fastigheten som är upplåten till användning i rörelse på sätt i 3 sägs Avser avgiftspliktig investering reparation av byggnad ingående i förvärvskällan rörelse skall som investeringskostnad anses belopp,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--035.xml#L5529,prot-1951--ak--035
8 Aktuell debatt om tryggheten i Sverige,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4480,prot-201617--082
För utskottet 10 2 S 22 MP 19 C 20 V 14 FP 14 KD,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9848,prot-201415--082
Härpå bestämdes till den utsträckning som för utseende av föreskrivet antal suppleanter var nödigt för varje grupp ordningen mellan namnen å gruppens valsedlar och blevo därvid med iakttagande av härför stadgade grunder namnen uppförda så som här efteråt sägs,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L250,prot-1914-a-fk--005
Sammanlagda beloppet av kostnaderna för en avgiftsskyldigs avgiftspliktiga investeringar beräknade på sätt i denna paragraf sägs utgör den avgiftsskyldiges till investeringsavgift uppskattade investeringskostnad,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--035.xml#L5509,prot-1951--ak--035
motionerna nr 458522 till statsutskottet,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1964/prot-1964--fk--005.xml#L3158,prot-1964--fk--005
Föredrogos men bordlades ånyo på flera ledamöters begäran statsutskottets utlåtanden och memorial nr 114127,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L48,prot-1927--fk--032
Onsdagen den 10 juni 1981,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--163.xml#L1207,prot-198081--163
skogen å vissa,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--036.xml#L1695,prot-1881--ak--036
Ja 234 Nej 81 Avstår 3,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4274,prot-1972--121
Med anledning av vad sålunda förekommit hade utskottet i det nu förelig,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L76,prot-1927--fk--032
Härefter vidtogs enligt givna bestämmelser fördelningen av platserna mellan de olika valsedelgrupperna och befunnos därvid nedannämnda personer hava blivit till suppleanter i utskottet valda i följande ordning,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L224,prot-1914-a-fk--005
Onsdagen den 29 januari 1964,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1964/prot-1964--fk--005.xml#L3056,prot-1964--fk--005
statsverket,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--023.xml#L2423,prot-1877--ak--023
vallag m m,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4225,prot-1972--121
Olof Pilo,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--031.xml#L10777,prot-201819--031
Anf 143 PETER RÅDBERG ( MP ) replik,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201213/prot-201213--089.xml#L10381,prot-201213--089
Anf 22 OLLE LINDSTRÖM ( m ),note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--069.xml#L1683,prot-199899--069
Anf 54 Statsrådet ANDERS YGEMAN ( S ),note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4429,prot-201617--082
dels att för inköp af för ändamålet erforderlig mark samt till påbörjande af anläggning utaf den föreslagna flottstationen anslå ett belopp af 19000000 kronor att förskjutas af statskontoret samt att däraf för år 1908 anvisa 6200000 kronor med rätt för Kungl Majt att låta utaf detta belopp redan under innevarande år utanordna 4000000 kronor,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1907/prot-1907--fk--037.xml#L127,prot-1907--fk--037
Ja Den det ej vill röstar Nej,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1909/prot-1909--fk--047.xml#L2596,prot-1909--fk--047
Andre vice talmannen anmälde att Knut Wachtmeister anhållit att till protokollet få antecknat att han inte ägde rätt till ytterligare replik,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--132.xml#L3476,prot-198182--132
88,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L265,prot-198788--068
Friherre Klinckowström,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1884/prot-1884--fk--017.xml#L1967,prot-1884--fk--017
Utskottet fäste sedermera uppmärksamheten derpå att Stockholms stadsfullmäktige förklarat staden villig att för anläggande af ett hofstall å artilleriplanen till Kongl Majt och Kronan mot skälig ersättning afstå några inom Ladugårdslands församling belägna områden och tager sig deraf anledning att säga Då sålunda anspråk redan blifvit framstäldt på ersättning för utrymme som på annat ställe inom Stockholms stad kan vara för staten behöfligt har det synts Utskottet icke vara rätt välbetänkt att nu utan ersättning till nämnda stad afträda staten tillhöriga otvifvelaktigt ganska värdefulla tomter helst erfarenheten gifver vid handen att då staten för ett eller annat ändamål behöft förskaffa sig tomtplatser inom hufvudstadens område sådant icke kunnat ske utan betydliga uppoffringar,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1874/prot-1874--ak--0311.xml#L729,prot-1874--ak--0311
af Stats Utskottet,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1883/prot-1883--ak--063.xml#L2281,prot-1883--ak--063
r 139 angående upplåtelse av rätt till stenbrytning å kronoholmen Stora Lyngön i Kville socken av Göteborgs och Bohus län,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L131,prot-1923--fk--019
Herr Tornerhjelm,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1333,prot-1870--fk--0428
no 34 angående regleringen af utgifterna under riksstatens första hufvudtitel,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--029.xml#L2515,prot-1893--ak--029
Angående aflöningsförhöjning till riksförsäkringsanstaltens tjänste,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1908/prot-1908--ak--061.xml#L1661,prot-1908--ak--061
Föredrogs ånyo konstitutionsutskottets utlåtande nr 28 i anledning av väckt motion angående världsfredens problem och folkens samverkan,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1933/prot-1933--fk--033.xml#L2522,prot-1933--fk--033
Första kammarens protokoll 1927 Nr 32 1,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L110,prot-1927--fk--032
till infrastrukturminister Tomas Eneroth ( S ),note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3166,prot-201920--048
Utskottet hade i det nu förevarande utlåtandet yttrat,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1933/prot-1933--fk--033.xml#L2578,prot-1933--fk--033
Anf 42 JOHAN HEDIN ( C ),note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4498,prot-201617--082
Angående förändrad organisation a kavalleriet,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1889/prot-1889--ak--010.xml#L2390,prot-1889--ak--010
I anledning av propositionen hade väckts en motion I973 av fru Segerstedt Wiberg i vilken anhållits att riksdagen vid behandlingen av propositionen för sin del måtte vidtaga sådana,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1968/prot-1968--fk--038.xml#L2225,prot-1968--fk--038
Utskottet hade i föreliggande utlåtande på anförda skäl hemställt,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1907/prot-1907--fk--037.xml#L155,prot-1907--fk--037
Onsdagen den S december 1984,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--044.xml#L3624,prot-198485--044
Vinner Nej har Riksdagen i likhet med Andra Kammaren icke bifallit hvad uti herrar Almströms med flere och Lundblads motioner föreslagits i afseende å större anslag till ny krigsfartygsmateriel än hvad Riksdagen redan beviljat,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1899/prot-1899--ak--028.xml#L213,prot-1899--ak--028
TS,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L244,prot-198788--068
42 Nr 34,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1967/prot-1967--fk--034.xml#L3815,prot-1967--fk--034
dels två likalydande motioner väckta den ena inom första kammaren av herrar Nyman och Stefanson ( 1 766 ) samt den andra inom andra kammaren av herrar Westberg och Berglund ( II 930 ),note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10397,prot-1963--fk--027
herr S T Palmes motion no 113 till konstitutionsutskottet herr C G Grundells motion no 114 till statsutskottet,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1896/prot-1896--ak--004.xml#L1065,prot-1896--ak--004
70 Onsdagen den 25 maj e m,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1932/prot-1932--ak--048.xml#L6142,prot-1932--ak--048
Magnusson Carl Th Bondeson,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L286,prot-1914-a-fk--005
Herr Nyström,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1886/prot-1886--ak--004.xml#L1266,prot-1886--ak--004
Herr statstrådet Annerstedt aflemnade Kongl Majt nedannämnda nådiga propositioner till Riksdagen,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--fk--015.xml#L1641,prot-1900--fk--015
Nr 121,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--121.xml#L531,prot-197778--121
Åtgärder mot försurninge,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--030.xml#L8387,prot-198384--030
Visserligen torde å ena sidan lämpligheten deraf att på sätt som skett ett statens förvaltande verk å statens vägnar för en tidrymd af flera år och då medel till betäckande af den staten ådragna framtida utgift ännu ej blifvit i vederbörlig ordning beviljade träffar aftal sådana som det i fråga varande med allt fog kunna ifrågasättas men å den andra torde ej heller kunna förnekas det ju Styrelsen öfver statens jernvägsbyggnader uti Riksdagens år 1874 aflåtna skrifvelse kunnat finna stöd för den af styrelsen vidtagna åtgärd och då härtill kommer att något bestämdt omdöme rörande affärens beskaffenhet af fördelaktig eller icke ej gerna kan fällas förr än den utsatta kontraktstiden tilländalupit har Utskottet ansett sig böra hemställa,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--023.xml#L2367,prot-1877--ak--023
Lördagen den 23 Mars f m 33 No 26,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1878/prot-1878--ak--026.xml#L2593,prot-1878--ak--026
Den som i likhet med Första Kammaren vill att Riksdagen med anledning af herr Almströms med flere i ämnet väckta motion må till anskaffning af ny krigsfartygsmateriel bevilja utöfver hvad Riksdagen redan beviljat ytterligare 13200000 kronor och deraf för år 1900 å extra stat anvisa 5376500 kronor samt att herr Lundblads motion i hvad den afser större anslag till ny krigsfartygsmateriel än hvad Kongl Majt äskat må anses vara genom detta Riksdagens beslut besvarad röstar,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1899/prot-1899--ak--028.xml#L200,prot-1899--ak--028
Anf 6 ALLAN WIDMAN ( L ),note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4390,prot-201617--082
Torsdagen den 24 mars,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1966/prot-1966--fk--013.xml#L228,prot-1966--fk--013
När fråga är om avgiftspliktig investering i form av reparation av byggnad ingående i förvärvskällan jordbruksfastighet skall som investeringskostnad anses allenast belopp varmed reparationskostnaden överstiger en procent för år räknat av det i fastighetens taxeringsvärde året näst före taxeringsåret ingående jordbruksvärdet eller därest i jordbruksvärde ingående värde å skogsmark uppgår till minst femtio procent av jordbruksvärdet sistnämnda värde efter avdrag för skogsmarksvärdet Beträffande avgiftspliktig investering i form av reparation av byggnad ingående i förvärvskällan annan fastighet skall som investeringskostnad anses belopp varmed reparationskostnaden överstiger två procent för år räknat av den del av det i fastighetens taxeringsvärde året näst före taxeringsåret ingående byggnadsvärdet i förekom,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--035.xml#L5475,prot-1951--ak--035
79,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L250,prot-198788--068
