content,tag
Chefen för inrikesdepartementet herrnstatsrådet HEDLUND Herr talman HerrnHjalmarson brukar ofta uppehålla signvid så allmänna talesätt att det ärnganska svårt att få ett begrepp omnvart han egentligen syftar hän Underndenna remissdebatt måste jag säga attnjag tycker att herr Hjalmarson talar ingåtor Vi har fått veta att det trots dennjämnt balanserade budgeten skall finnasn möjligheter till skattesänkningarnmen vi får försöka gissa oss fram tillnhur det skall gå till Jag har inte lyckatsn gissa det men får väl tro att beskedn om den saken skall komma senare,intro
Herr HJALMARSON (h) kort genmälenHerr talman Jag har alltid känt herrnHedlund som en mycket eftertänksamnoch balanserad man och jag kan därförn inte underlåta att uttrycka min förvåningn över den hämningslöshet mednvilken herr inrikesministern här i kvällnhar missförstått centrala ekonomiskansammanhang Herr Hedlund frågar mignom jag kan exemplifiera den socialistiskan politik som bondeförbundet harngivit sitt stöd Ja det är mycket lättnatt göra det Jag behöver inte ens självnpåstå att den politik som herr Hedlundn företräder är socialistisk utannjag kan som auktoritet för detta påståenden åberopa ingen mindre än förrenfinansministern herr Wigforss Han harnnämligen i sin bok Socialism i vår tidnpå ett mycket tydligt sätt sagt ifrånnatt den politik som regeringen nu bedrivern och som bondeförbundet medverkarn till på kreditmarknaden dennstatliga dirigeringen alltså exemplifieradn av den s k frivilliga överenskommelsenn med försäkringsbolagen ickenär någonting annat än ett uttryck förnen socialiseringspolitik Han har klartnsagt ifrån att med dessa metoder syftarn man till att nå fram till samma resultatn som vid en direkt socialiseringnAndra exempel på socialistisk politiknär bibehållandet av investeringsavgiftenn och byggnadsregleringen i nuvaranden läge konjunkturskatten herr inrikesministern för att inte tala om steriliseringenn av skogsägarnas inkomster,intro
Chefen för inrikesdepartementet herrnstatsrådet HEDLUND Herr talman Det,intro
Herr Olsson i Gävle Herr talman Vad som gör att jag tager till orda indetta fall det är det anförande som herr statsrådet och chefen för ecklesiastikdepartementetn här nyss höll Man har all anledning ställa sig tveksamnnär man tager i betraktande det nya villkorets skärpning av förutvarande bestämmelsern Man frågar sig om detta verkligen är någon hjälp till att hållanorkesterföreningarna vid liv Jag vill taga ett litet exempel I Gävle stadnha vid nödgats att genom att anstränga oss till det yttersta hålla orkesterföreningenn vid liv Vi ha fått täcka alla dess förluster och följden har blivit attnvi kommit upp i ett kommunalt anslag som ligger mycket över vad statsbidragetn har varit Nu säger man att för att denna ökning på 3500 kronor skallnerhållas måste samma anslag som förut utgå från kommunen Man har junhär i stort sett endast att räkna med det kommunala anslaget De enskildangåvorna som givas de sjunka ju år efter år och bördan överflyttas på kommunenn Om man nu sätter upp såsom villkor att man skall bringa upp detnkommunala anslaget till samma belopp som utgått under senaste året så föreliggern absolut den risken att det icke finnes någon möjlighet att få igenom ettnsådant anslag inom den beslutande kommunala församlingen ty man har kommitn därhän att man så att säga har överansträngt sig ja man kan allvarligtndiskutera herr Bengtsson i Norup om det överhuvud taget är någon fördelnatt ha dessa orkesterföreningar så pass tunga äro de att bära i ekonomiskt avseenden Med ett bibehållande av det gamla villkoret att man inom området,intro
Herr Törnkvist Herr talman Jag vill endast säga ett par ord för att intenutskottet skall framstå i alltför ofördelaktig dager vilket synes ligga hotfulltn nära efter de anföranden som hållits,intro
Anf 56 INGEMAR KONRADSSON (s) replik,intro
Herr HOLMBÄCK Herr talman Jagnhar för min del rätt svårt att ta ståndpunktn till vissa delar av herr Herlitznyttrande Det kan hända att jag görnhonom orätt men när jag hörde honomnfick jag det intensiva intrycket att hansnyttrande var ett av de mest reaktionäranyttranden jag över huvud taget hört inSveriges riksdag Det kanske var fel ndet var måhända i stället ett av de mestnpessimistiska yttranden som här hållitsnMen i varje fall måste jag säga att jagninte alls delar hans uppfattning när hannpåstår att Unesco skulle vara en propagandainstitutionn och att det skulle fånungefär sådana maktmedel som doktornGöbbels hade i Tyskland,intro
Herr ELOWSSON NILS Herr talmannDen oerhörda nedvärdering av det internationellan samarbetet i denna stora internationellan organisations form somnherr Herlitz här har gjort kan inte gärnan få stå oemotsagd därför att den intenvar riktig,intro
jr ekt Geo Herr Kvarnzelius I statsverkspropositionen sådan den förenern låg vid denna riksdags början hade Kungl Majt disponerat vartendananvisade an Öre kan man säga som finnes och som kommer att inflyta tillhörandenslag denna fond till och med 1922 års utgång Det var så väl bottenskrapatn(Forts) att medel icke vid något tillfälle under 1922 skulle hinna att fonderasnutan eftersom de flöto in så skulle de tagas i anspråk för löpandenstatsutgifter Nog är det litet underligt när en finansplan bygger på sådananförutsättningar att man disponerar medel avsedda att fonderas mennej väntar till dess de blivit fonderade innan man använder medlennifråga Det var detta som föranledde mig att i början av riksdagennskarpt reagera mot det sätt som regeringen ansåg sig kunna användanifråga om disponerandet av rusdrycksmedelsfonden Nu får jag junsäga att i den nya budgetberäkning som Kungl Majt har kommit innmed har det förfarits något varsammare Det blir väl som den föregåenden ärade talaren sade ungefär ett 30tal millioner eller något mernkvar i rusdrycksmedelsfonden Det är ju så att denna fond förvaltasnav statskontoret och statskontoret har givetvis ej dessa pengar ligganden så att de kunna disponeras ögonblickligen de äro placerade på ettneller annat sätt utlånade för olika ändamål och en stor del av dem äronplacerade i skattkammarväxlar utgivna av riksgäldskontoret sålundananvända för upplåning för statsverkets behov När dessa medel skolantagas i anspråk för täckande av statens löpande utgifter så måste medelni låneväg uppbringas från armat håll Det förefaller mig därför somnom det komme att bliva förenat med ungefär lika stora svårigheter förnvederbörande myndigheter att taga dessa pengar på sätt utskottet nunföreslår ur statsverkets fond av rusdrycksmedel som att taga dem urnkassaförlagsfonden Men det är givetvis principiellt oriktigt i att sedannman fått en författning som säger hur det skall förfaras med vissanmedel att de skola fonderas man det oaktat har så bråttom att kommanåt dessa medel att man icke ens låter dem bliva fonderade innan mannförbrukar dem När ifrågavarande författning angiver att dessa medelni första rummet äro avsedda till bestridande av utgifter som kommanatt stå i förening med en avveckling av rusdryckshanteringen och i övrigtn att tagas i anspråk vid särskilda tillfällen för visst socialt ändamålnsynes det mig att man i alla fall har tillräckligt vid säkerhetsmarginalnsärskilt i dessa tider för att denna fond icke skall växa i himmelensnhöjd Här blir det givetvis under kommande riksdagar många socialanändamål för vilka man mycket väl kan hava användning för dessa fondmedeln utan att man nu behöver bottenskrapa fonden Det är ur dessansynpunkter som jag har ställt mig på deras sida som anse att mannicke bort taga så mycket ur rusdrycksmedelsfonden som Kungl Majts,intro
Herr BRANDT (s),intro
Herr Hage Herr talman Endast en kort replik till herr Lindman HerrnLindman utgår ifrån att när man skall bedöma lagstiftningen på detta områden skall man avgöra om det har inträffat något sedan 1918 och 1919 Ochnjag utgår ifrån att även för den borgerliga sidan och även för högern bordendet kunna stå klart att här har verkligen inträffat någonting Man kundenmöjligen när man 1918 bestämde att det skulle fordras kvalificerad majoritetn1 vissa frågor säga att man inte visste huru de nya valmanskårerna och derasnrepresentanter skulle förhålla sig inom det kommunala området om de skullenuppträda på ett försiktigt och ansvarskännande sätt då det gällde ekonomiskanengagemang för kommunen eller inte göra det Men därvidlag kan man nu bestämtn påstå att det under dessa år har konstaterats att de representanter somnsläpptes fram av de nya valmanskårerna ha visat sig uppfylla de fordringarnsom kunna ställas på en kommunal representant att han skall taga tillbörlignhänsyn till kommunens ekonomiska förutsättningar Jag framhöll detta i mittnsenaste anförande och när jag gjorde det stod herr Olsson i Kullenbergstorpnmitt framför mig och nickade bifall med huvudet Sålunda kan man nunnästan säga att jag fick instämmande åtminstone från hela bondeförbundshålletn i det avseendet Alltså kan man med bestämdhet säga att sedan vi nunfått denna erfarenhet finns det såvitt jag kan förstå ingen anledning varförnvi skulle behålla dessa inskränkande bestämmelser,intro
Herr FAST (s) kort genmäle,intro
Herr HAMRIN (fp),intro
Herr AHLSTEN (fp) kort genmäle,intro
Herr HZEGGBLOM (h),intro
Herr KARLSSON i Stuvsta (k),intro
Herr SKÖLD (s) kort genmäle,intro
Herr BERG GUNNAR (s),intro
Herr OHLIN Herr talman Jag harnbegärt ordet inte för att ta upp någonnpolemik med statsministern utan närmastn för att säga några ord med anledningn av herr Hagbergs i Luleå anföranden Men innan jag kommer till detnvill jag med anledning av statsministernsn replik bara konstatera en endansak,intro
Hans excellens herr statsministernnERLANDERnHerr talman Jag beklagar livligt att,intro
Herr Lindqvist i Halmstad Herr talman Med hänvisningntill den av mig avgivna vid detta utskottsutlåtande fogade reservationenn och under åberopande av det anförande jag tidigare hållit här indag ber jag få yrka att första paragrafen i utskottets förslag god,intro
ROLF DAHLBERG (m) replik,intro
MAGNUS PERSSON (s) replik,intro
ROLF DAHLBERG (m) replik,intro
Herr STAHL (fp)nHerr talman Det väsentliga i det föreligganden förslaget är ju det nya syste,intro
Anf 17 Kommunikationsministern ULF ADELSOHN,intro
Herr Hammarskjöld Hjalmar Vad hans excellens statsministern yttradensärskilt gentemot mig föranleder endast en helt kort replik,intro
Herr Ljunglund Herr talman Jag skall be att få svara med några ord pånhans excellens herr statsministerns replik,intro
Hans excellens herr ministern för utrikes ärendena Sandler Herr talmannStatsutskottet har nedlagt stort intresse på behandlingen av denna angelägenhetn Utskottet har därvid utformat en annan linje än den som är föreslagennfrån Kungl Majts sida Utskottets linje omfattas av ett överväldigande flertaln inom utskottet Jag anser mig ändock böra i korthet utveckla de synpunktern enligt vilka jag menar att Kungl Majts förslag har företräde,intro
Herr Domö erhöll nu ordet för kort genmäle och anförde Herr talman Förstnett svar på en direkt fråga från statsministern,intro
Herr Herou Herr talman Herr Andersson i Höör anförde en synpunktnsom jag icke vill låta stå oemotsagd en synpunkt som vi givetvis skulle varanmycket känsliga för därest hans uppgifter varit riktiga Han uppställer,intro
Herr ERIKSSON i Bäckmora (cp),intro
Anf 113 KURT HUGOSSON (s)nHerr talman Förra veckans finansdebatt visade hur isolerat moderatansamlingspartiet står med sina förslag på det ekonomiskpolitiska området,intro
Herr Flyg Herr talman Jag vill först fästa uppmärksamheten vid attndenna fråga kommer upp på riksdagens arbetsschema vid en så sen tidpunktnNog synes det mig böra ha varit möjligt för utrikesutskottet att på ett tidigaren skede ha givit riksdagen möjlighet att taga ståndpunkt till de SPÖrsmåln som vi nu i elfte timmen skola yttra oss om Ty det gäller dock ej ennfråga vilken som helst Det är en fråga som kan komma att spela en avgöranden roll för Sverige i en måhända nära liggande allvarlig morgondag Detnär en fråga som i det ögonblick då ett nytt världskrig bryter ut kan innebäran att Sverige trots alla sina bestämda deklarationer om vilja till neutralitetn och oberoende drages in i denna världsbrand enbart genom sitt medlemskapn i Nationernas förbund Jag har velat säga dessa ord beträffande utrikesutskottetsn arbetsmetoder även i medvetande om att det naturligtvis ingentingn gagnar att uttala en dylik protest,intro
Herr CASSEL (h) kort genmäle Herrntalman Herr Ohlin tog mig litet i upptuktelsen och jag är tacksam för att fånråd och anvisningar av en mera erfarenn kammarledamot om hur man skallnuppträda i det politiska livet,intro
Chefen för justitiedepartementet herrnstatsrådet ZETTERBERG Herr talmannHerr Ohlin sade att frågan huruvidanman skulle behålla fängelsestraffet ellerninte var av principiell betydelse ochnatt man därför skulle kunna ta uppnden till sakligt avgörande nu fastännlagen bara har varit i kraft så kort tidnJag skulle vilja säga att det nog är riktigtn att denna fråga om straffskalan harnallmänna och principiella aspekternmen jag skulle just därför vilja varnanför att man ändrar den ståndpunkt somnman i den delen efter mycket diskussionern och överväganden intog för ettnår sedan,intro
Herr Andersson i Tungelsta som anförde Herr talman Då man såvälnfrån motionärernas som utskottsmajoritetens sida syftat till att begränsa rättenn tillfri bärplockning har man framförallt motiverat detta med att dennanfråga nu skulle ha kommit i ett alldeles nytt läge Man har sagt att detnfinns så mycket människor ifrån städer och andra samhällen som resa ut ochnskövla bärmarkerna ute i bygderna Jag känner ganska väl till hur detnförhåller sig med denna sak i trakten kring Stockholm Jag vet mycket välnatt stockholmarna i stor utsträckning resa ut i bil och buss till skogarna ochnplocka bär men denna skövling av bärmarkerna från stadsinnebyggarnasnsida har icke i något fall som jag känner till varit av sådan beskaffenhetnatt jordbrukarna berövats möjligheten att skaffa sig sitt husbehov av lingonnDet har åtminstone icke varit fallet i de trakter där jag hör hemma Jagnvet ju att det någon gång förekommit att man vid dessa färder farit framnute i markerna på ett sätt som man måste reagera emot,intro
Herr TALMANNEN ytirade,intro
Herr SVENINGSSON (h),intro
Herr OSVALD (fp),intro
Herr GEZELIUS (h),intro
Herr LARSSON SIGFRID (bf),intro
Herr HECKSCHER (h),intro
Herr ÅKERSTRÖM (s)nHerr talman Jag yrkar bifall till utskottetsn hemställan,intro
Herr HANSSON i Skegrie (cp),intro
